FeatureID	FIELD_PA	EXP_PA	TYPE_PA	Taxon
85113a479df55ebce990c7d3c2ffda61	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;
8534c1a3ae80548daf58e84d75ef8249	Shared across	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-15;Dino-Group-II-Clade-15_X;Dino-Group-II-Clade-15_X_sp.;
8551a99083bb95f86a1836e58c5bada9	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Pseudofungi;MAST-1;MAST-1B;MAST-1B_X;MAST-1B_XX;MAST-1B_XX_sp.;
858a308e52c79e71a31923f4e0ff615b	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II
85b55ca5ab585f705f5905bc8f2ff7ec	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
85cc82f2f0c3967e865d02288154c2b4	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5_X;Dino-Group-I-Clade-5_X_sp.;
85e7c8e14ef7b147c5ddca4650b93a4e	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-III;Dino-Group-III_X;Dino-Group-III_XX;Dino-Group-III_XX_sp.;
8624ed966058df29e18f05c9661e32dd	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes_X;Labyrinthulomycetes_X_LAB15;Labyrinthulomycetes_X_LAB15_X;Labyrinthulomycetes_X_LAB15_X_sp.;
863bceeb02a7f4d82136d21900a37f34	Shared across	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;RAD-C;RAD-C_X;RAD-C_Xb;RAD-C_Xb_X;RAD-C_Xb_X_sp.;
8669d1b718f5f55af27f8ede42ee9815	VonDamm only	Shared	Cosmo	Unassigned
866a94d9aac5e725d0df12ddd7cb9adb	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae
869fe78a0a4ab5a5882ea822b94ebae9	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;CCW10-lineage;CCW10-lineage_X;CCW10-lineage_X_sp.;
86a6fbecff9e09396e2a59de8a6a60a8	Shared across	Shared	Cosmo	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Stephanoecidae_Group_D_X;Stephanoecidae_Group_D_X_sp.;
86b7c28ef905542fe0e89dc2535b0b67	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2
86b8b268dc9bf4e40b4cac5984155de7	Piccard only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
86e8e29f58bd1506270b0d0d4baff44d	Shared across	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;RAD-B;RAD-B_X;RAD-B_X_Group-Ib;RAD-B_X_Group-Ib_X;RAD-B_X_Group-Ib_X_sp.;
87214ea51f5fccf99529ee6149d226f1	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_1;PHYLL_4;PHYLL_4_X;PHYLL_4_X_sp.;
8773e0c9cad92f7a4e7df6e56f3bfafa	VonDamm only	Shared	Vent only	Eukaryota;Rhizaria;Radiolaria;RAD-B;RAD-B_X;RAD-B_X_Group-IV_X;RAD-B_X_Group-IV_XX;RAD-B_X_Group-IV_XX_sp.;
87c363aa0dcd74668b5a4b16bb6c5de5	Shared across	Shared	Cosmo	Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida
87ef3f4da32a2d449d2220069759248f	Shared across	Shared	Cosmo	Eukaryota;Rhizaria;Cercozoa;Endomyxa;Endomyxa_X;Endo4-lineage;Endo4-lineage_X;Endo4-lineage_X_sp.;
88412e0c52b2ca12906a0f318b98ab4d	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-14;Dino-Group-II-Clade-14_X;Dino-Group-II-Clade-14_X_sp.;
885d4e5f6cc7f7b3ee227ae8dacbdcf2	Piccard only	Shared	Cosmo	Unassigned
88647b651e04a861244e6f328113322b	Piccard only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora
8868b3af419f431b0788c5be40ae43f3	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
887beba828a9efe6e468f68a9b61922c	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-2;Dino-Group-I-Clade-2_X;Dino-Group-I-Clade-2_X_sp.;
88d055429dff3612619edc4466903ca4	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida
88dd056b9d6204603268619a9326f739	VonDamm only	Shared	Cosmo	Unassigned
88e581d4a40de55469e7ccdce39f2895	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Sagenista;MAST-7
88eb447be557bee6da5e3dfd467230c2	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Vampyrellida_X
88f49ebc7c6f9045494a2a64565460e3	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
8948057fb34209eb85f37ef573b72f2f	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum_sp.;
896d8ca197a6cb4cb8576b45a6a4a16c	Shared across	Shared	Cosmo	Unassigned
89956ce173b5c3cce8a2e5e78850e760	Shared across	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-21;Dino-Group-II-Clade-21_X;Dino-Group-II-Clade-21_X_sp.;
89c9d537df217488e9c52ca776b836f9	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes_X;Labyrinthulomycetes_X_LAB15;Labyrinthulomycetes_X_LAB15_X;Labyrinthulomycetes_X_LAB15_X_sp.;
89c9ef21dc79486a2db00c3acad13307	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;MAST-4;MAST-4E;MAST-4E_X;MAST-4E_XX;MAST-4E_XX_sp.;
8a2126f21600e25d2ec8599d593372c7	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Cercozoa;Endomyxa;Endomyxa_X;Endo4-lineage;Endo4-lineage_X;Endo4-lineage_X_sp.;
8a363b7436fe8699eef67b58cdfdd17b	VonDamm only	Shared	Vent only	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Stephanoecidae_Group_D_X;Stephanoecidae_Group_D_X_sp.;
8a437af0933c2c00e1cc5a34a52ca3a5	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae
8a4d3318fa046bbe0058b67047bab3a8	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXX_sp.;
8abf16ca7eea1ab550a04d80ad7639b3	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora
8ac24b88f7fdd93a7e2b2600c7599918	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
8acba07b1e182bd6ccfd5978e58d2ca9	VonDamm only	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta
8af76e0a50bfc21e26eb0dcb56c677e9	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Lophophaenidae;Lophophaenidae_X;Lophophaenidae_X_sp.;
8b25e8eecd41a08c55260515ee3c640a	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-H;Chrysophyceae_Clade-H_X;Chrysophyceae_Clade-H_X_sp.;
8b59f7f6ce19e423b8371fb27adaa174	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae
8b5f2fe7bd4ed323ac239dcf4f2b5745	Shared across	Shared	Cosmo	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Acanthoecidae_Group_G;Acanthoecidae_Group_G_X;Acanthoecidae_Group_G_X_sp.;
8b7700a311af849d6009448291992727	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;RAD-B;RAD-B_X;Taxopodida;Sticholonche;Sticholonche_sp.;
8b91fa8fc487cbeba26149672f3284c3	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Pseudofungi;MAST-1;MAST-1B;MAST-1B_X;MAST-1B_XX;MAST-1B_XX_sp.;
8ba1334cd5aeef8807c1dca7b9cc1aff	Shared across	Shared	Cosmo	Unassigned
8bb82150dc5f282e5c0f16c189e405b8	VonDamm only	Shared	Cosmo	Eukaryota;Opisthokonta
8bffd26f1d1bdf8ddf462f8322493bbd	Piccard only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia
8bfff86925725e46e1791f4e7db565a5	VonDamm only	Shared	Vent only	Unassigned
8c352124b3c97882c882beb7308d1fc4	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
8c6a67dbcff12021563e7bab3f203e85	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;Xystonellidae
8cf1de80f6c4fb75463e4ec3ee0e36c4	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium_sp.;
8d1b293d791ab509739e84b4da2f4be4	Piccard only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia
8d210f13ec1258b603724f9bb0809c82	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-4;Dino-Group-II-Clade-4_X;Dino-Group-II-Clade-4_X_sp.;
8d3b07b875944506644a98b3fc128521	VonDamm only	Shared	Cosmo	Eukaryota;Amoebozoa;Lobosa;Tubulinea;Nolandida;Nolandellidae
8d554ac267edcd0086caa7a934d6fe3c	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
8d81629111f06bfc3ab9fc9c40506259	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-7;Dino-Group-II-Clade-7_X;Dino-Group-II-Clade-7_X_sp.;
8d829b0bfa62bfef869a4f176118b65e	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-2;Dino-Group-I-Clade-2_X;Dino-Group-I-Clade-2_X_sp.;
8dbabe198877de7ccfd0c5888337dbdd	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;Chrysophyceae_Clade-C_X;Chrysophyceae_Clade-C_X_sp.;
8df77141060f6c2c69ff6310d23d1b46	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Ciliophora;Nassophorea;Nassophorea_X;Discotrichidae;NASSO_1;NASSO_1_sp.;
8e149f84528d9e7856a72c64aa7f5345	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5_X;Dino-Group-I-Clade-5_X_sp.;
8e3d180a710885291b72f8cc9d82a23a	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes_X;Labyrinthulomycetes_X_LAB15;Labyrinthulomycetes_X_LAB15_X;Labyrinthulomycetes_X_LAB15_X_sp.;
8e551262685ca6519dc74b575f149a29	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
8e5a5f835e57c11a8c36f55b14367de6	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;
8e8119e063adb03d7853f712dc33af78	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Cristigera;Cristigera_sp.;
8ecf5caa380833f418a8fa799908ef29	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Acinetidae_1;Acinetidae_1_X;Acinetidae_1_X_sp.;
8efc8dec43db8f79b59560cfad5860f2	VonDamm only	Shared	Vent only	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Monosigidae_Group_O;Monosigidae_Group_O_X;Monosigidae_Group_O_X_sp.;
8f16bec2b5f8cd05c5a5cc74cdf4bb3e	VonDamm only	Shared	Cosmo	Unassigned
8f821611846a5fcb94857672f35d2d07	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae
8f8a0c9a9c4cce4a57fe2b68be03af1b	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
8f8a1231ffba3c907bf522307fb85f87	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
8fa379a6881eec77574bbaa33bff0dcc	VonDamm only	Shared	Cosmo	Unassigned
8fbc677febbfb8d425055fa3db9cc8ee	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
8fc28b136feac7520d8138182d1dc476	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
90279a7308eb7d33b6c01475f8a296d6	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;
9030f4dd72bfc02683eac4752c999891	Shared across	Shared	Cosmo	Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Bigelowiella;Bigelowiella_sp.;
90a6d6c53e6fed037127a827989105c5	VonDamm only	Shared	Cosmo	Unassigned
910ac0c7488eb0ac88e65cb4486adb23	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X
91112046a6cd85d117c4cb51efce4523	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
9128132d0cf180c38a31b71a3f5a3fa0	Shared across	Shared	Vent only	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Stephanoecidae_Group_D_X;Stephanoecidae_Group_D_X_sp.;
913fa2f2b1b180977e47bdc9503cb2bf	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-III;Dino-Group-III_X;Dino-Group-III_XX;Dino-Group-III_XX_sp.;
915a330004b7b91b2fad15ab153d975b	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;
915a6cb6b63daed680f7bc46c0d116b9	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
9170ace1f7b9484dbab3d3cdba84a72c	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
91a003f16da3fdb8daa28a51aa215867	VonDamm only	Shared	Cosmo	Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Protobranchia
91c812028605faa3351da80b8b38c7b8	VonDamm only	Shared	Cosmo	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Monosigidae_Group_B;Monosigidae_Group_B_X;Monosigidae_Group_B_X_sp.;
91d65b887450429b69c4a3a6baba21e8	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II
91dd62b847a67d394647c0495c83df5a	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX;Perkinsus
9213dfd0313dce244993e1c3afe7ab79	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Opalozoa;MAST-3
9251e8578062ae5ff73218117a6def92	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Tontoniidae_B;Pseudotontonia;Pseudotontonia_sp.;
92823c47014e6382152149e23c85177a	Shared across	Shared	Cosmo	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Stephanoecidae_Group_D_X;Stephanoecidae_Group_D_X_sp.;
92a3c925255160639011474b5087c992	Shared across	Shared	Cosmo	Eukaryota;Rhizaria;Cercozoa;Endomyxa;Endomyxa_X;Endo4-lineage;Endo4-lineage_X;Endo4-lineage_X_sp.;
92bbb296dd698a9c56ba23710c76ed8e	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes_X
92d0e0f850eb7b22f5e6e626d65e03a4	Piccard only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
936d82952106281b6f802f8e9edb7a29	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;MAST-11;MAST-11_X;MAST-11_XX;MAST-11_XXX;MAST-11_XXX_sp.;
938542ddd910d1ddc02a359bb92ec7e1	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae
93914e570d923b18d73186dae4965216	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Nassophorea;Nassophorea_X;Discotrichidae;NASSO_1;NASSO_1_sp.;
93c2bfd5dfdf6da53202f65fecbb9ab9	Shared across	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-2;Dino-Group-II-Clade-2_X;Dino-Group-II-Clade-2_X_sp.;
942e26a140fea3dc340f33135410739f	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;Acantharea;Acantharea_3;Acantharea_3a;Acantharea_3a_X;Acantharea_3a_X_sp.;
943a693f41618b77ffdc0c78e7c65bdb	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
94c59d6734712bdd40b4b07d119a0b03	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
94da5043377246e5487bd9c34ba36640	Shared across	Shared	Vent only	Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Agaricostilbomycetes
94df66b020a93ffdf6cbd8d3eb277b85	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium
9516e62d7a36a1cfd8aa488c8a504e6c	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
9523b9008d62dea85ef3cccb1a4dec29	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida
95617db6f60ba0068d59d091a89142a8	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II
95a2f78455e720cf8c075117370c58d2	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Sagenista;MAST-4;MAST-4D;MAST-4D_X;MAST-4D_XX;MAST-4D_XX_sp.;
95a82fa8f20998377467a1ffe8706efa	Shared across	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;Acantharea;Acantharea_1;Acantharea_1_X;Acantharea_1_XX;Acantharea_1_XX_sp.;
96117300b338ba638d56badce988fe6f	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;
964cda811f9aa6cd7de2a0faffa2ebac	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-7;Dino-Group-II-Clade-7_X;Dino-Group-II-Clade-7_X_sp.;
965d1d8a2f77fab0d8b4e073e3d0eadc	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-15;Dino-Group-II-Clade-15_X;Dino-Group-II-Clade-15_X_sp.;
966612ca9d1aec8255f02ba27574144e	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_1;Philasterida
9751d72822614065bfabd527878fc718	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;MAST-4;MAST-4D;MAST-4D_X;MAST-4D_XX;MAST-4D_XX_sp.;
9755b2a0d65b0e4983a5101c57058dad	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;MAST-8
97a9f94b4e1bccb244436bfcae7f2109	VonDamm only	Shared	Cosmo	Eukaryota;Opisthokonta;Fungi;Fungi_X;Fungi_XX;Fungi_XXX;Fungi_XXXX;Fungi_XXXX_sp.;
97b0ab38564af089899367644f946735	VonDamm only	Shared	Cosmo	Eukaryota;Opisthokonta;Metazoa;Echinodermata;Echinodermata_X;Echinodermata_XX
97ea800ee9ec1bef69c9d3727a4e7841	VonDamm only	Shared	Cosmo	Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;Planomonadidae_Group-1
98139b8ac0fffcdfeaf6896a1c372f8c	VonDamm only	Shared	Vent only	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Stephanoecidae_Group_D_X;Stephanoecidae_Group_D_X_sp.;
9829a5837523d45ae006cb03c8e54178	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles
98f5da9b3a063f32b76fe80e0f474a33	VonDamm only	Shared	Vent only	Eukaryota;Rhizaria;Radiolaria;Polycystinea;Spumellaria
98f6e8b08682a13b2ce32610ad1b9daa	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_fusiforme;
98fdbb9ed68ce9a57179649e20c80dbf	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Goniomonadales;Goniomonadales_X;Goniomonas;Goniomonas_sp.;
992280493f8201664147ee5a7013a338	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
9928ba2ee7530f99cbc9d8a02e7fb2a2	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_fusiforme;
99548d4203342d0c21ac76d9cba2b12f	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-H;Chrysophyceae_Clade-H_X;Chrysophyceae_Clade-H_X_sp.;
9968eee2af2e2d8fe3f64e749f19ed7c	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida_D;Strombidiida_D_X;Strombidiida_D_XX;Strombidiida_D_XX_sp.;
9977fcee247142733332d9f21df007e5	VonDamm only	Shared	Cosmo	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Monosigidae_Group_B;Monosigidae_Group_B_X;Monosigidae_Group_B_X_sp.;
9979dc32af79b2afb44f5cce62669092	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5_X;Dino-Group-I-Clade-5_X_sp.;
99ba81c88f63f83daf290add3918d38b	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonas;Pelagomonas_calceolata;
99c4ce4036cc1fd043acfcbabf454053	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonemia-Group-1_X;Telonemia-Group-1_X_sp.;
9a011575eda5dcbe60d661b25de177ed	Shared across	Shared	Cosmo	Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida
9a93d5629de85d7aa4bb29c3f927ae4a	Piccard only	Shared	Cosmo	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Stephanoecidae_Group_D_X;Stephanoecidae_Group_D_X_sp.;
9b208d6a06cedd7b05839650b99a3417	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Cercozoa
9b391d6228d8f837e966f68f1f519390	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida
